.xyz file name,wB97X-D/aug-cc-pVQZ AE (kcal/mol)
AE-QM7b-5435,-1535.915863
AE-QM7b-5436,-1547.332653
AE-QM7b-5437,-1417.020862
AE-QM7b-5438,-1343.509494
AE-QM7b-5439,-1690.162269
AE-QM7b-5440,-1538.48828
AE-QM7b-5441,-1378.777239
AE-QM7b-5442,-1558.107394
AE-QM7b-5443,-1288.819846
AE-QM7b-5444,-1565.888274
AE-QM7b-5445,-1553.306287
AE-QM7b-5446,-1491.105359
AE-QM7b-5447,-1378.495296
AE-QM7b-5448,-1354.384867
AE-QM7b-5449,-1514.10426
AE-QM7b-5450,-1497.708761
AE-QM7b-5451,-1559.404254
AE-QM7b-5452,-1410.114689
AE-QM7b-5453,-1419.692424
AE-QM7b-5454,-1696.33922
AE-QM7b-5455,-1705.625813
AE-QM7b-5456,-1576.057104
AE-QM7b-5457,-1704.053535
AE-QM7b-5458,-1706.741067
AE-QM7b-5459,-1699.584998
AE-QM7b-5460,-1693.529651
AE-QM7b-5461,-1548.93148
AE-QM7b-5462,-1573.506418
AE-QM7b-5463,-1702.195492
AE-QM7b-5464,-1704.423787
AE-QM7b-5465,-1709.986827
AE-QM7b-5466,-1693.138666
AE-QM7b-5467,-1550.560559
AE-QM7b-5468,-1574.901024
AE-QM7b-5469,-1704.03968
AE-QM7b-5470,-1845.873348
AE-QM7b-5471,-1295.237087
AE-QM7b-5472,-1289.062684
AE-QM7b-5473,-1438.580647
AE-QM7b-5474,-1315.579956
AE-QM7b-5475,-1313.936463
AE-QM7b-5476,-1596.106741
AE-QM7b-5477,-1150.885645
AE-QM7b-5478,-1463.870618
AE-QM7b-5479,-1854.227264
AE-QM7b-5480,-1439.873159
AE-QM7b-5481,-1276.006373
AE-QM7b-5482,-1709.287707
AE-QM7b-5483,-1444.114119
AE-QM7b-5484,-1708.685825
AE-QM7b-5485,-1444.650703
AE-QM7b-5486,-1856.594231
AE-QM7b-5487,-1860.112276
AE-QM7b-5488,-1589.121522
AE-QM7b-5489,-1551.543888
AE-QM7b-5490,-1284.381323
AE-QM7b-5491,-1591.508324
AE-QM7b-5492,-1435.881292
AE-QM7b-5493,-1705.30541
AE-QM7b-5494,-1443.491956
AE-QM7b-5495,-1708.417893
AE-QM7b-5496,-1435.889764
AE-QM7b-5497,-1848.846589
AE-QM7b-5498,-1581.119127
AE-QM7b-5499,-1848.959125
AE-QM7b-5500,-1582.129049
AE-QM7b-5501,-1840.901435
AE-QM7b-5502,-1475.461189
AE-QM7b-5503,-1476.8272
AE-QM7b-5504,-1578.44385
AE-QM7b-5505,-1577.339118
AE-QM7b-5506,-1606.310373
AE-QM7b-5507,-1432.371706
AE-QM7b-5508,-1580.040261
AE-QM7b-5509,-1566.149303
AE-QM7b-5510,-1597.082383
AE-QM7b-5511,-1375.137515
AE-QM7b-5512,-1369.714584
AE-QM7b-5513,-1425.797332
AE-QM7b-5514,-1500.460318
AE-QM7b-5515,-1497.925915
AE-QM7b-5516,-1553.626545
AE-QM7b-5517,-1350.208929
AE-QM7b-5518,-1501.237098
AE-QM7b-5519,-1487.427169
AE-QM7b-5520,-1544.223683
AE-QM7b-5521,-1567.585858
AE-QM7b-5522,-1698.924978
AE-QM7b-5523,-1710.316824
AE-QM7b-5524,-1554.00813
AE-QM7b-5525,-1709.27798
AE-QM7b-5526,-1547.881322
AE-QM7b-5527,-1846.215293
AE-QM7b-5528,-1470.154308
AE-QM7b-5529,-1732.030336
AE-QM7b-5530,-1731.773982
AE-QM7b-5531,-1596.051414
AE-QM7b-5532,-1416.97998
AE-QM7b-5533,-1661.77205
AE-QM7b-5534,-1661.494562
AE-QM7b-5535,-1545.333252
AE-QM7b-5536,-1286.406846
AE-QM7b-5537,-1301.918739
AE-QM7b-5538,-1440.984046
AE-QM7b-5539,-1433.489559
AE-QM7b-5540,-1570.232684
AE-QM7b-5541,-1568.772711
AE-QM7b-5542,-1434.63184
AE-QM7b-5543,-1601.674017
AE-QM7b-5544,-1486.572353
AE-QM7b-5545,-1663.602257
AE-QM7b-5546,-1543.521777
AE-QM7b-5547,-1336.861846
AE-QM7b-5548,-1357.710633
AE-QM7b-5549,-1488.81053
AE-QM7b-5550,-1553.818241
AE-QM7b-5551,-1482.57194
AE-QM7b-5552,-1590.431974
AE-QM7b-5553,-1591.929109
AE-QM7b-5554,-1596.042579
AE-QM7b-5555,-1436.603599
AE-QM7b-5556,-1536.075155
AE-QM7b-5557,-1376.310519
AE-QM7b-5558,-1686.727292
AE-QM7b-5559,-1691.741537
AE-QM7b-5560,-1542.56395
AE-QM7b-5561,-1379.761848
AE-QM7b-5562,-1617.381936
AE-QM7b-5563,-1346.859293
AE-QM7b-5564,-1286.402862
AE-QM7b-5565,-1558.442461
AE-QM7b-5566,-1288.077786
AE-QM7b-5567,-1555.019175
AE-QM7b-5568,-1564.254934
AE-QM7b-5569,-1548.450016
AE-QM7b-5570,-1431.934455
AE-QM7b-5571,-1414.999718
AE-QM7b-5572,-1353.132158
AE-QM7b-5573,-1489.588051
AE-QM7b-5574,-1357.005402
AE-QM7b-5575,-1500.209028
AE-QM7b-5576,-1508.374863
AE-QM7b-5577,-1560.829822
AE-QM7b-5578,-1486.542841
AE-QM7b-5579,-1436.672323
AE-QM7b-5580,-1452.496762
AE-QM7b-5581,-1370.586436
AE-QM7b-5582,-1544.261621
AE-QM7b-5583,-1558.941596
AE-QM7b-5584,-1540.70388
AE-QM7b-5585,-1697.141821
AE-QM7b-5586,-1695.48618
AE-QM7b-5587,-1570.318138
AE-QM7b-5588,-1562.721047
AE-QM7b-5589,-1407.452583
AE-QM7b-5590,-1463.711094
AE-QM7b-5591,-1393.741479
AE-QM7b-5592,-1558.302591
AE-QM7b-5593,-1698.266771
AE-QM7b-5594,-1564.599088
AE-QM7b-5595,-1565.563328
AE-QM7b-5596,-1455.788122
AE-QM7b-5597,-1468.548892
AE-QM7b-5598,-1468.889569
AE-QM7b-5599,-1612.393255
AE-QM7b-5600,-1456.059348
AE-QM7b-5601,-1702.280682
AE-QM7b-5602,-1696.633098
AE-QM7b-5603,-1589.95912
AE-QM7b-5604,-1717.756318
AE-QM7b-5605,-1326.853845
AE-QM7b-5606,-1459.525449
AE-QM7b-5607,-1244.618504
AE-QM7b-5608,-1356.414677
AE-QM7b-5609,-1467.419254
AE-QM7b-5610,-1491.87501
AE-QM7b-5611,-1356.414677
AE-QM7b-5612,-1327.000429
AE-QM7b-5613,-1467.11548
AE-QM7b-5614,-1279.361644
AE-QM7b-5615,-1396.901559
AE-QM7b-5616,-1419.390269
AE-QM7b-5617,-1707.260157
AE-QM7b-5618,-1325.454576
AE-QM7b-5619,-1442.069897
AE-QM7b-5620,-1441.559247
AE-QM7b-5621,-1343.032033
AE-QM7b-5622,-1426.777761
AE-QM7b-5623,-1335.004418
AE-QM7b-5624,-1349.161357
AE-QM7b-5625,-1339.780501
AE-QM7b-5626,-1328.176747
AE-QM7b-5627,-1333.254677
AE-QM7b-5628,-1462.537055
AE-QM7b-5629,-1328.129973
AE-QM7b-5630,-1293.314412
AE-QM7b-5631,-1427.839867
AE-QM7b-5632,-1242.215443
AE-QM7b-5633,-1376.59154
AE-QM7b-5634,-1422.690533
AE-QM7b-5635,-1698.93936
AE-QM7b-5636,-1701.401193
AE-QM7b-5637,-1569.360374
AE-QM7b-5638,-1689.015739
AE-QM7b-5639,-1704.010733
AE-QM7b-5640,-1697.923565
AE-QM7b-5641,-1698.894833
AE-QM7b-5642,-1574.770246
AE-QM7b-5643,-1449.843793
AE-QM7b-5644,-1292.415771
AE-QM7b-5645,-1445.501491
AE-QM7b-5646,-1710.659441
AE-QM7b-5647,-1694.276555
AE-QM7b-5648,-1575.838376
AE-QM7b-5649,-1700.955339
AE-QM7b-5650,-1309.239189
AE-QM7b-5651,-1424.352174
AE-QM7b-5652,-1571.151782
AE-QM7b-5653,-1462.498947
AE-QM7b-5654,-1330.103049
AE-QM7b-5655,-1301.575269
AE-QM7b-5656,-1697.631437
AE-QM7b-5657,-1502.706434
AE-QM7b-5658,-1392.272037
AE-QM7b-5659,-1698.474462
AE-QM7b-5660,-1569.055664
AE-QM7b-5661,-1330.208444
AE-QM7b-5662,-1422.100862
AE-QM7b-5663,-1336.159256
AE-QM7b-5664,-1464.493754
AE-QM7b-5665,-1468.89078
AE-QM7b-5666,-1323.861007
AE-QM7b-5667,-1695.578498
AE-QM7b-5668,-1691.908239
AE-QM7b-5669,-1696.856132
AE-QM7b-5670,-1697.015449
AE-QM7b-5671,-1692.775154
AE-QM7b-5672,-1688.597728
AE-QM7b-5673,-1696.678567
AE-QM7b-5674,-1701.438152
AE-QM7b-5675,-1693.498589
AE-QM7b-5676,-1687.891448
AE-QM7b-5677,-1694.299277
AE-QM7b-5678,-1848.997409
AE-QM7b-5679,-1594.174427
AE-QM7b-5680,-1840.156927
AE-QM7b-5681,-1579.204584
AE-QM7b-5682,-1715.077614
AE-QM7b-5683,-1708.480826
AE-QM7b-5684,-1585.338081
AE-QM7b-5685,-1425.549995
AE-QM7b-5686,-1586.582495
AE-QM7b-5687,-1587.446315
AE-QM7b-5688,-1568.025568
AE-QM7b-5689,-1848.861053
AE-QM7b-5690,-1583.745522
AE-QM7b-5691,-1849.763227
AE-QM7b-5692,-1715.59009
AE-QM7b-5693,-1849.86332
AE-QM7b-5694,-1722.330087
AE-QM7b-5695,-1714.360021
AE-QM7b-5696,-1701.071377
AE-QM7b-5697,-1572.030361
AE-QM7b-5698,-1703.073394
AE-QM7b-5699,-1571.899119
AE-QM7b-5700,-1849.404251
AE-QM7b-5701,-1851.654452
AE-QM7b-5702,-1713.645627
AE-QM7b-5703,-1542.841714
AE-QM7b-5704,-1408.843368
AE-QM7b-5705,-1850.788046
AE-QM7b-5706,-1721.220178
AE-QM7b-5707,-1714.48933
AE-QM7b-5708,-1413.581091
AE-QM7b-5709,-1421.39238
AE-QM7b-5710,-1479.473763
AE-QM7b-5711,-1563.242953
AE-QM7b-5712,-1552.972926
AE-QM7b-5713,-1609.097641
AE-QM7b-5714,-1478.486506
AE-QM7b-5715,-1558.722039
AE-QM7b-5716,-1614.390817
AE-QM7b-5717,-1562.744164
AE-QM7b-5718,-1558.18521
AE-QM7b-5719,-1612.124245
AE-QM7b-5720,-1836.734934
AE-QM7b-5721,-1839.311951
AE-QM7b-5722,-1696.367759
AE-QM7b-5723,-1698.155339
AE-QM7b-5724,-1838.930699
AE-QM7b-5725,-1539.488915
AE-QM7b-5726,-1407.632319
AE-QM7b-5727,-1544.392952
AE-QM7b-5728,-1546.788996
AE-QM7b-5729,-1557.238779
AE-QM7b-5730,-1474.742999
AE-QM7b-5731,-1467.648939
AE-QM7b-5732,-1591.80785
AE-QM7b-5733,-1453.26477
AE-QM7b-5734,-1336.219133
AE-QM7b-5735,-1605.043884
AE-QM7b-5736,-1722.236689
AE-QM7b-5737,-1722.103458
AE-QM7b-5738,-1603.58974
AE-QM7b-5739,-1562.860434
AE-QM7b-5740,-1549.25802
AE-QM7b-5741,-1585.961411
AE-QM7b-5742,-1425.952482
AE-QM7b-5743,-1406.612086
AE-QM7b-5744,-1701.505032
AE-QM7b-5745,-1542.25973
AE-QM7b-5746,-1572.520115
AE-QM7b-5747,-1411.532833
AE-QM7b-5748,-1703.569071
AE-QM7b-5749,-1544.123671
AE-QM7b-5750,-1698.1219
AE-QM7b-5751,-1604.839374
AE-QM7b-5752,-1334.007115
AE-QM7b-5753,-1452.235476
AE-QM7b-5754,-1587.064279
AE-QM7b-5755,-1315.285915
AE-QM7b-5756,-1453.353787
AE-QM7b-5757,-1317.175169
AE-QM7b-5758,-1724.275597
AE-QM7b-5759,-1455.168137
AE-QM7b-5760,-1539.732951
AE-QM7b-5761,-1398.845338
AE-QM7b-5762,-1401.943119
AE-QM7b-5763,-1536.571899
AE-QM7b-5764,-1384.663776
AE-QM7b-5765,-1652.805616
AE-QM7b-5766,-1520.546827
AE-QM7b-5767,-1525.000806
AE-QM7b-5768,-1384.505476
AE-QM7b-5769,-1654.508602
AE-QM7b-5770,-1520.961036
AE-QM7b-5771,-1530.768092
AE-QM7b-5772,-1428.014814
AE-QM7b-5773,-1560.085873
AE-QM7b-5774,-1454.701601
AE-QM7b-5775,-1589.776271
AE-QM7b-5776,-1609.095959
AE-QM7b-5777,-1546.486778
AE-QM7b-5778,-1535.369226
AE-QM7b-5779,-1445.534667
AE-QM7b-5780,-1593.229119
AE-QM7b-5781,-1473.689409
AE-QM7b-5782,-1465.343807
AE-QM7b-5783,-1470.670147
AE-QM7b-5784,-1480.696233
AE-QM7b-5785,-1459.123389
AE-QM7b-5786,-1477.085424
AE-QM7b-5787,-1565.458296
AE-QM7b-5788,-1436.52907
AE-QM7b-5789,-1579.817629
AE-QM7b-5790,-1589.439089
AE-QM7b-5791,-1601.311885
AE-QM7b-5792,-1600.572925
AE-QM7b-5793,-1466.224501
AE-QM7b-5794,-1588.391743
AE-QM7b-5795,-1410.873064
AE-QM7b-5796,-1250.787103
AE-QM7b-5797,-1416.648369
AE-QM7b-5798,-1582.541055
AE-QM7b-5799,-1594.491492
AE-QM7b-5800,-1463.419161
AE-QM7b-5801,-1392.166051
AE-QM7b-5802,-1591.15391
AE-QM7b-5803,-1598.866907
AE-QM7b-5804,-1741.930708
AE-QM7b-5805,-1596.959267
AE-QM7b-5806,-1437.454449
AE-QM7b-5807,-1594.115216
AE-QM7b-5808,-1438.1927
AE-QM7b-5809,-1475.974417
AE-QM7b-5810,-1613.431491
AE-QM7b-5811,-1479.457146
AE-QM7b-5812,-1617.396764
AE-QM7b-5813,-1348.795868
AE-QM7b-5814,-1421.11791
AE-QM7b-5815,-1547.48966
AE-QM7b-5816,-1548.025403
AE-QM7b-5817,-1418.426336
AE-QM7b-5818,-1411.448189
AE-QM7b-5819,-1587.343398
AE-QM7b-5820,-1536.315777
AE-QM7b-5821,-1427.428871
AE-QM7b-5822,-1462.799697
AE-QM7b-5823,-1613.452964
AE-QM7b-5824,-1479.507686
AE-QM7b-5825,-1279.301322
AE-QM7b-5826,-1308.70381
AE-QM7b-5827,-1444.549588
AE-QM7b-5828,-1289.132933
AE-QM7b-5829,-1413.245314
AE-QM7b-5830,-1413.399636
AE-QM7b-5831,-1275.755397
AE-QM7b-5832,-1415.705013
AE-QM7b-5833,-1295.656058
AE-QM7b-5834,-1301.075921
AE-QM7b-5835,-1434.113359
AE-QM7b-5836,-1454.721737
AE-QM7b-5837,-1570.661915
AE-QM7b-5838,-1572.337743
AE-QM7b-5839,-1445.282072
AE-QM7b-5840,-1572.386551
AE-QM7b-5841,-1445.959323
AE-QM7b-5842,-1435.987698
AE-QM7b-5843,-1442.97143
AE-QM7b-5844,-1588.829953
AE-QM7b-5845,-1558.114095
AE-QM7b-5846,-1571.92944
AE-QM7b-5847,-1144.881156
AE-QM7b-5848,-1446.932944
AE-QM7b-5849,-1284.599725
AE-QM7b-5850,-1421.387818
AE-QM7b-5851,-1447.601078
AE-QM7b-5852,-1284.284167
AE-QM7b-5853,-1536.130212
AE-QM7b-5854,-1401.091585
AE-QM7b-5855,-1331.853531
AE-QM7b-5856,-1532.00758
AE-QM7b-5857,-1400.373941
AE-QM7b-5858,-1330.025904
AE-QM7b-5859,-1377.308054
AE-QM7b-5860,-1289.070019
AE-QM7b-5861,-1351.269955
AE-QM7b-5862,-1416.446583
AE-QM7b-5863,-1252.513338
AE-QM7b-5864,-1059.013376
AE-QM7b-5865,-1362.707208
AE-QM7b-5866,-1202.597502
AE-QM7b-5867,-1694.200395
AE-QM7b-5868,-1695.808327
AE-QM7b-5869,-1429.881046
AE-QM7b-5870,-1701.635483
AE-QM7b-5871,-1695.673151
AE-QM7b-5872,-1694.076444
AE-QM7b-5873,-1450.076251
AE-QM7b-5874,-1709.508996
AE-QM7b-5875,-1566.451508
AE-QM7b-5876,-1692.750976
AE-QM7b-5877,-1698.772846
AE-QM7b-5878,-1450.639071
AE-QM7b-5879,-1323.789999
AE-QM7b-5880,-1235.014997
AE-QM7b-5881,-1357.280819
AE-QM7b-5882,-1232.032444
AE-QM7b-5883,-1694.082895
AE-QM7b-5884,-1565.08748
AE-QM7b-5885,-1496.195638
AE-QM7b-5886,-1387.595112
AE-QM7b-5887,-1695.038482
AE-QM7b-5888,-1687.552584
AE-QM7b-5889,-1254.563083
AE-QM7b-5890,-1335.758897
AE-QM7b-5891,-1287.474863
AE-QM7b-5892,-1433.957757
AE-QM7b-5893,-1318.867514
AE-QM7b-5894,-1226.190366
AE-QM7b-5895,-1256.482521
AE-QM7b-5896,-1350.855847
AE-QM7b-5897,-1460.017273
AE-QM7b-5898,-1333.8982
AE-QM7b-5899,-1258.921048
AE-QM7b-5900,-1439.257736
AE-QM7b-5901,-1302.204529
AE-QM7b-5902,-1354.660078
AE-QM7b-5903,-1693.879847
AE-QM7b-5904,-1692.627126
AE-QM7b-5905,-1693.319374
AE-QM7b-5906,-1685.420837
AE-QM7b-5907,-1690.879134
AE-QM7b-5908,-1693.667883
AE-QM7b-5909,-1697.617908
AE-QM7b-5910,-1691.471253
AE-QM7b-5911,-1548.724812
AE-QM7b-5912,-1552.093191
AE-QM7b-5913,-1692.684768
AE-QM7b-5914,-1842.479567
AE-QM7b-5915,-1701.961277
AE-QM7b-5916,-1702.728656
AE-QM7b-5917,-1441.116374
AE-QM7b-5918,-1703.089433
AE-QM7b-5919,-1437.421442
AE-QM7b-5920,-1705.082866
AE-QM7b-5921,-1705.610815
AE-QM7b-5922,-1439.18418
AE-QM7b-5923,-1436.273758
AE-QM7b-5924,-1427.823188
AE-QM7b-5925,-1843.635371
AE-QM7b-5926,-1705.213487
AE-QM7b-5927,-1442.691846
AE-QM7b-5928,-1846.024714
AE-QM7b-5929,-1576.244916
AE-QM7b-5930,-1846.649004
AE-QM7b-5931,-1581.273286
AE-QM7b-5932,-1263.815239
AE-QM7b-5933,-1697.327286
AE-QM7b-5934,-1434.203851
AE-QM7b-5935,-1697.299174
AE-QM7b-5936,-1432.850899
AE-QM7b-5937,-1843.40381
AE-QM7b-5938,-1847.435887
AE-QM7b-5939,-1579.465035
AE-QM7b-5940,-1538.683233
AE-QM7b-5941,-1271.396667
AE-QM7b-5942,-1844.721547
AE-QM7b-5943,-1580.551293
AE-QM7b-5944,-1427.763136
AE-QM7b-5945,-1455.351769
AE-QM7b-5946,-1426.04753
AE-QM7b-5947,-1454.801217
AE-QM7b-5948,-1429.39955
AE-QM7b-5949,-1566.517201
AE-QM7b-5950,-1595.844985
AE-QM7b-5951,-1567.826599
AE-QM7b-5952,-1564.880774
AE-QM7b-5953,-1595.649273
AE-QM7b-5954,-1349.567458
AE-QM7b-5955,-1402.817607
AE-QM7b-5956,-1346.388189
AE-QM7b-5957,-1401.850129
AE-QM7b-5958,-1350.632694
AE-QM7b-5959,-1487.750515
AE-QM7b-5960,-1543.101337
AE-QM7b-5961,-1489.730889
AE-QM7b-5962,-1486.61309
AE-QM7b-5963,-1542.112926
AE-QM7b-5964,-1684.162267
AE-QM7b-5965,-1703.431121
AE-QM7b-5966,-1697.981671
AE-QM7b-5967,-1538.95582
AE-QM7b-5968,-1697.496154
AE-QM7b-5969,-1539.403606
AE-QM7b-5970,-1830.694822
AE-QM7b-5971,-1441.692221
AE-QM7b-5972,-1446.679515
AE-QM7b-5973,-1316.042752
AE-QM7b-5974,-1717.383236
AE-QM7b-5975,-1718.372218
AE-QM7b-5976,-1584.516133
AE-QM7b-5977,-1388.172974
AE-QM7b-5978,-1394.355108
AE-QM7b-5979,-1383.458851
AE-QM7b-5980,-1648.810022
AE-QM7b-5981,-1650.574316
AE-QM7b-5982,-1532.652251
AE-QM7b-5983,-1436.959525
AE-QM7b-5984,-1417.171506
AE-QM7b-5985,-1558.060582
AE-QM7b-5986,-1643.786521
AE-QM7b-5987,-1475.867447
AE-QM7b-5988,-1651.109507
AE-QM7b-5989,-1484.349605
AE-QM7b-5990,-1474.06677
AE-QM7b-5991,-1324.515988
AE-QM7b-5992,-1391.886467
AE-QM7b-5993,-1415.348033
AE-QM7b-5994,-1438.352908
AE-QM7b-5995,-1437.721244
AE-QM7b-5996,-1561.862152
AE-QM7b-5997,-1591.167584
AE-QM7b-5998,-1458.012081
AE-QM7b-5999,-1267.654208
AE-QM7b-6000,-1181.536932
AE-QM7b-6001,-1386.830889
AE-QM7b-6002,-1645.7679
AE-QM7b-6003,-1541.764931
AE-QM7b-6004,-1408.63702
AE-QM7b-6005,-1542.419486
AE-QM7b-6006,-1389.380804
AE-QM7b-6007,-1544.573177
AE-QM7b-6008,-1409.900127
AE-QM7b-6009,-1484.962745
AE-QM7b-6010,-1357.616991
AE-QM7b-6011,-1416.277885
AE-QM7b-6012,-1288.369287
AE-QM7b-6013,-1295.269724
AE-QM7b-6014,-1420.832365
AE-QM7b-6015,-1535.269158
AE-QM7b-6016,-1403.326575
AE-QM7b-6017,-1333.259458
AE-QM7b-6018,-1543.347538
AE-QM7b-6019,-1381.391059
AE-QM7b-6020,-1543.091987
AE-QM7b-6021,-1684.324633
AE-QM7b-6022,-1542.946708
AE-QM7b-6023,-1383.846165
AE-QM7b-6024,-1536.562241
AE-QM7b-6025,-1378.285057
AE-QM7b-6026,-1555.715308
AE-QM7b-6027,-1560.399549
AE-QM7b-6028,-1290.443912
AE-QM7b-6029,-1421.743888
AE-QM7b-6030,-1556.929966
AE-QM7b-6031,-1289.115017
AE-QM7b-6032,-1409.944184
AE-QM7b-6033,-1555.90115
AE-QM7b-6034,-1488.476504
AE-QM7b-6035,-1490.64346
AE-QM7b-6036,-1360.425713
AE-QM7b-6037,-1489.657314
AE-QM7b-6038,-1361.13001
AE-QM7b-6039,-1353.334998
AE-QM7b-6040,-1354.040356
AE-QM7b-6041,-1502.382448
AE-QM7b-6042,-1547.674736
AE-QM7b-6043,-1489.891906
AE-QM7b-6044,-1400.081487
AE-QM7b-6045,-1552.439542
AE-QM7b-6046,-1416.753457
AE-QM7b-6047,-1413.61994
AE-QM7b-6048,-1251.190173
AE-QM7b-6049,-1338.467156
AE-QM7b-6050,-1357.201754
AE-QM7b-6051,-1193.174816
AE-QM7b-6052,-1568.364482
AE-QM7b-6053,-1572.706947
AE-QM7b-6054,-1565.994899
AE-QM7b-6055,-1563.186039
AE-QM7b-6056,-1567.666555
AE-QM7b-6057,-1561.999688
AE-QM7b-6058,-1568.456587
AE-QM7b-6059,-1404.087454
AE-QM7b-6060,-1428.460442
AE-QM7b-6061,-1363.373773
AE-QM7b-6062,-1282.919687
AE-QM7b-6063,-1551.692054
AE-QM7b-6064,-1554.062001
AE-QM7b-6065,-1704.751425
AE-QM7b-6066,-1418.07693
AE-QM7b-6067,-1471.090737
AE-QM7b-6068,-1399.214673
AE-QM7b-6069,-1581.064459
AE-QM7b-6070,-1461.359929
AE-QM7b-6071,-1553.791855
AE-QM7b-6072,-1513.189267
AE-QM7b-6073,-1388.310924
AE-QM7b-6074,-1405.048726
AE-QM7b-6075,-1563.831219
AE-QM7b-6076,-1576.102956
AE-QM7b-6077,-1706.705965
AE-QM7b-6078,-1576.898693
AE-QM7b-6079,-1428.033458
AE-QM7b-6080,-1726.533234
AE-QM7b-6081,-1584.694984
AE-QM7b-6082,-1582.756571
AE-QM7b-6083,-1301.809278
AE-QM7b-6084,-1334.91884
AE-QM7b-6085,-1720.359144
AE-QM7b-6086,-1706.317823
AE-QM7b-6087,-1725.316424
AE-QM7b-6088,-1432.351331
AE-QM7b-6089,-1362.738143
AE-QM7b-6090,-1339.57003
AE-QM7b-6091,-1263.886893
AE-QM7b-6092,-1207.099654
AE-QM7b-6093,-1342.347641
AE-QM7b-6094,-1583.675543
AE-QM7b-6095,-1489.162968
AE-QM7b-6096,-1336.271943
AE-QM7b-6097,-1298.641875
AE-QM7b-6098,-1295.162182
AE-QM7b-6099,-1434.660975
AE-QM7b-6100,-1579.303171
AE-QM7b-6101,-1332.904003
AE-QM7b-6102,-1581.847533
AE-QM7b-6103,-1259.847073
AE-QM7b-6104,-1267.304701
AE-QM7b-6105,-1514.155929
AE-QM7b-6106,-1415.441863
AE-QM7b-6107,-1721.685647
AE-QM7b-6108,-1474.326952
AE-QM7b-6109,-1319.467043
AE-QM7b-6110,-1704.88145
AE-QM7b-6111,-1438.084744
AE-QM7b-6112,-1580.956748
AE-QM7b-6113,-1581.594599
AE-QM7b-6114,-1190.772396
AE-QM7b-6115,-1343.560566
AE-QM7b-6116,-1197.678838
AE-QM7b-6117,-1337.364269
AE-QM7b-6118,-1261.096808
AE-QM7b-6119,-1355.475995
AE-QM7b-6120,-1198.064351
AE-QM7b-6121,-1428.244512
AE-QM7b-6122,-1284.36177
AE-QM7b-6123,-1573.265532
AE-QM7b-6124,-1578.347038
AE-QM7b-6125,-1458.354453
AE-QM7b-6126,-1592.329437
AE-QM7b-6127,-1488.530332
AE-QM7b-6128,-1336.72773
AE-QM7b-6129,-1337.861873
AE-QM7b-6130,-1554.432077
AE-QM7b-6131,-1395.460229
AE-QM7b-6132,-1559.799336
AE-QM7b-6133,-1403.733347
AE-QM7b-6134,-1556.058741
AE-QM7b-6135,-1396.015832
AE-QM7b-6136,-1506.879279
AE-QM7b-6137,-1510.031314
AE-QM7b-6138,-1566.262504
AE-QM7b-6139,-1571.866012
AE-QM7b-6140,-1328.820339
AE-QM7b-6141,-1591.107689
AE-QM7b-6142,-1257.190275
AE-QM7b-6143,-1523.615524
AE-QM7b-6144,-1509.615581
AE-QM7b-6145,-1517.679659
AE-QM7b-6146,-1710.995651
AE-QM7b-6147,-1581.524507
AE-QM7b-6148,-1580.591692
AE-QM7b-6149,-1576.222
AE-QM7b-6150,-1462.515036
AE-QM7b-6151,-1324.715917
AE-QM7b-6152,-1332.984518
AE-QM7b-6153,-1577.761296
AE-QM7b-6154,-1261.335968
AE-QM7b-6155,-1519.349282
AE-QM7b-6156,-1507.743244
AE-QM7b-6157,-1415.165461
AE-QM7b-6158,-1429.936505
AE-QM7b-6159,-1322.183629
AE-QM7b-6160,-1317.688555
AE-QM7b-6161,-1204.142728
AE-QM7b-6162,-1342.911308
AE-QM7b-6163,-1189.75938
AE-QM7b-6164,-1473.166686
AE-QM7b-6165,-1332.976837
AE-QM7b-6166,-1216.019
AE-QM7b-6167,-1337.78912
AE-QM7b-6168,-1281.554535
AE-QM7b-6169,-1289.30965
AE-QM7b-6170,-1313.635469
AE-QM7b-6171,-1259.003935
AE-QM7b-6172,-1704.53515
AE-QM7b-6173,-1708.379722
AE-QM7b-6174,-1452.349481
AE-QM7b-6175,-1184.325449
AE-QM7b-6176,-1719.113004
AE-QM7b-6177,-1450.93935
AE-QM7b-6178,-1309.139686
AE-QM7b-6179,-1307.367593
AE-QM7b-6180,-1578.655161
AE-QM7b-6181,-1577.972124
AE-QM7b-6182,-1310.884759
AE-QM7b-6183,-1037.369668
AE-QM7b-6184,-1160.706638
AE-QM7b-6185,-1432.984632
AE-QM7b-6186,-1449.646456
AE-QM7b-6187,-1186.283528
AE-QM7b-6188,-1716.560347
AE-QM7b-6189,-1452.16593
AE-QM7b-6190,-1308.289884
AE-QM7b-6191,-1572.365278
AE-QM7b-6192,-1707.566667
AE-QM7b-6193,-1308.492843
AE-QM7b-6194,-1038.061521
AE-QM7b-6195,-1470.180939
AE-QM7b-6196,-1402.276041
AE-QM7b-6197,-1449.294721
AE-QM7b-6198,-1576.136408
AE-QM7b-6199,-1469.042473
AE-QM7b-6200,-1333.130174
AE-QM7b-6201,-1062.93633
AE-QM7b-6202,-1575.477737
AE-QM7b-6203,-1308.031629
AE-QM7b-6204,-1040.760782
AE-QM7b-6205,-1504.810056
AE-QM7b-6206,-1399.680632
AE-QM7b-6207,-1314.667624
AE-QM7b-6208,-1309.17172
AE-QM7b-6209,-1575.378824
