System label,Subset,Prediction,Reference
AE-QM7b-400,Test,-1605.472046,-1605.514166
AE-QM7b-1403,Test,-1728.903198,-1729.14765
AE-QM7b-2511,Test,-1909.552979,-1909.005459
AE-QM7b-2216,Test,-1799.563477,-1799.240268
AE-QM7b-6398,Test,-1599.262451,-1599.630792
AE-QM7b-3372,Test,-1395.346924,-1396.020432
AE-QM7b-2323,Test,-1618.930786,-1618.720418
AE-QM7b-1338,Test,-1725.22644,-1725.602138
AE-QM7b-3274,Test,-1642.729248,-1643.086134
AE-QM7b-5896,Test,-1350.889648,-1350.855847
AE-QM7b-3633,Test,-1705.377686,-1705.151558
AE-QM7b-2113,Test,-1640.934814,-1641.341569
AE-QM7b-3135,Test,-1556.418457,-1556.13753
AE-QM7b-6684,Test,-1447.231201,-1446.252304
AE-QM7b-1512,Test,-1576.248047,-1575.67328
AE-QM7b-1150,Test,-1251.394653,-1251.797157
AE-QM7b-7018,Test,-1116.756836,-1115.833948
AE-QM7b-4381,Test,-1685.691772,-1685.591838
AE-QM7b-6028,Test,-1290.276855,-1290.443912
AE-QM7b-905,Test,-1219.369995,-1218.460043
AE-QM7b-4310,Test,-1507.576904,-1507.634999
AE-QM7b-3663,Test,-1555.767334,-1556.132623
AE-QM7b-3379,Test,-1688.238647,-1688.215083
AE-QM7b-4209,Test,-1778.589722,-1778.162461
AE-QM7b-5731,Test,-1466.77356,-1467.648939
AE-QM7b-4663,Test,-1414.962402,-1415.307157
AE-QM7b-5354,Test,-1493.238525,-1493.765909
AE-QM7b-2867,Test,-1790.960449,-1790.826294
AE-QM7b-2023,Test,-1340.008911,-1339.483962
AE-QM7b-231,Test,-1733.740967,-1733.873488
AE-QM7b-1945,Test,-1658.993042,-1659.199947
AE-QM7b-3673,Test,-1711.256714,-1711.165284
AE-QM7b-774,Test,-1679.805542,-1678.500238
AE-QM7b-6931,Test,-1297.127686,-1297.007047
AE-QM7b-6548,Test,-1555.536377,-1554.603392
AE-QM7b-415,Test,-1604.32312,-1604.382565
AE-QM7b-6563,Test,-1523.115723,-1522.161242
AE-QM7b-3774,Test,-1837.38916,-1837.26988
AE-QM7b-2019,Test,-1540.308716,-1540.981732
AE-QM7b-685,Test,-1409.577881,-1408.807581
AE-QM7b-4689,Test,-1380.112305,-1379.876104
AE-QM7b-1427,Test,-1875.430176,-1874.928281
AE-QM7b-699,Test,-1211.805908,-1210.89215
AE-QM7b-4773,Test,-1701.661499,-1701.686179
AE-QM7b-5202,Test,-1296.97937,-1297.695129
AE-QM7b-2594,Test,-1589.689941,-1589.944097
AE-QM7b-6578,Test,-1266.254639,-1265.862931
AE-QM7b-6181,Test,-1578.082886,-1577.972124
AE-QM7b-1014,Test,-1443.670532,-1443.822054
AE-QM7b-2325,Test,-1766.970581,-1766.231012
AE-QM7b-6389,Test,-1595.987915,-1596.298205
AE-QM7b-4199,Test,-1501.295776,-1500.801278
AE-QM7b-1867,Test,-1618.58606,-1619.031014
AE-QM7b-2004,Test,-1195.817993,-1196.713243
AE-QM7b-878,Test,-1347.915649,-1346.979792
AE-QM7b-3703,Test,-1971.200928,-1970.715879
AE-QM7b-4618,Test,-1412.434692,-1412.822873
AE-QM7b-541,Test,-1237.950073,-1238.898211
AE-QM7b-2271,Test,-1744.489868,-1744.549993
AE-QM7b-679,Test,-1540.70874,-1539.452288
AE-QM7b-5338,Test,-1856.286621,-1856.21722
AE-QM7b-6190,Test,-1308.218994,-1308.289884
AE-QM7b-1005,Test,-1452.670898,-1453.093261
AE-QM7b-6821,Test,-1431.063965,-1430.087469
AE-QM7b-5352,Test,-1715.829834,-1715.446297
AE-QM7b-3417,Test,-1429.749512,-1429.122715
AE-QM7b-3195,Test,-1582.519531,-1582.838705
AE-QM7b-5775,Test,-1589.650757,-1589.776271
AE-TAE140-41,Test,-700.0302124,-704.1
AE-QM7b-5371,Test,-1727.445435,-1727.377941
AE-QM7b-7177,Test,-1094.140991,-1093.387325
AE-QM7b-4230,Test,-1625.628418,-1625.366039
AE-QM7b-1666,Test,-1761.91626,-1762.085979
AE-QM7b-3263,Test,-1710.911987,-1710.523988
AE-QM7b-6907,Test,-1343.673706,-1342.694267
AE-QM7b-5856,Test,-1531.884033,-1532.00758
AE-QM7b-898,Test,-1414.09729,-1413.373871
AE-QM7b-2856,Test,-1635.11084,-1635.637542
AE-QM7b-1435,Test,-1873.2854,-1873.10679
AE-QM7b-6221,Test,-1577.811401,-1577.533964
AE-QM7b-600,Test,-1237.926147,-1237.911055
AE-QM7b-4807,Test,-1470.909912,-1471.641258
AE-QM7b-7080,Test,-1224.611084,-1225.174294
AE-QM7b-5197,Test,-1384.66748,-1385.414044
AE-QM7b-5598,Test,-1468.160522,-1468.889569
AE-QM7b-7088,Test,-1296.285156,-1296.482241
AE-QM7b-623,Test,-1608.658203,-1608.424092
AE-QM7b-6266,Test,-1709.290283,-1709.656365
AE-QM7b-2272,Test,-1601.888428,-1602.362965
AE-QM7b-6896,Test,-1210.277466,-1210.13225
AE-QM7b-2580,Test,-1609.96875,-1610.303639
AE-QM7b-4997,Test,-1433.540161,-1433.825009
AE-QM7b-6424,Test,-1248.950439,-1249.513654
AE-QM7b-6521,Test,-1442.310791,-1441.090565
AE-QM7b-5832,Test,-1415.950073,-1415.705013
AE-QM7b-6477,Test,-1438.212646,-1437.740176
AE-TAE140-110,Test,-106.8509827,-105.815
AE-QM7b-3652,Test,-1681.095825,-1681.418203
AE-QM7b-256,Test,-1589.014038,-1589.276233
AE-QM7b-2608,Test,-1494.464111,-1495.090041
AE-QM7b-3561,Test,-1833.099609,-1832.995198
AE-QM7b-6766,Test,-1373.946045,-1373.17183
AE-QM7b-5313,Test,-1488.646118,-1488.603687
AE-QM7b-2480,Test,-1744.872925,-1744.763325
AE-QM7b-510,Test,-1452.376465,-1452.505522
AE-QM7b-3298,Test,-1381.386719,-1382.126694
AE-QM7b-6592,Test,-1466.018188,-1465.436866
AE-QM7b-5592,Test,-1558.521362,-1558.302591
AE-QM7b-1249,Test,-1756.325684,-1756.400826
AE-QM7b-6453,Test,-1425.15625,-1424.614476
AE-QM7b-865,Test,-1532.761597,-1531.88255
AE-QM7b-4401,Test,-1706.27771,-1706.448005
AE-QM7b-363,Test,-1477.03186,-1476.977142
AE-QM7b-4629,Test,-1461.4198,-1461.591333
AE-QM7b-5556,Test,-1535.716309,-1536.075155
AE-QM7b-559,Test,-1605.634888,-1605.553504
AE-QM7b-1300,Test,-1764.40686,-1763.422441
AE-QM7b-4984,Test,-1011.240295,-1012.170384
AE-QM7b-4553,Test,-1163.34375,-1162.128779
AE-QM7b-6259,Test,-1851.891724,-1851.261616
AE-QM7b-7054,Test,-1234.776001,-1234.342809
AE-QM7b-1326,Test,-1624.888428,-1624.278181
AE-QM7b-7014,Test,-1134.117432,-1131.546912
AE-QM7b-234,Test,-1882.709717,-1882.538518
AE-QM7b-4907,Test,-1578.429077,-1578.824054
AE-QM7b-6581,Test,-1317.345093,-1317.281412
AE-TAE140-39,Test,-699.8861694,-705.605
AE-QM7b-6023,Test,-1383.923096,-1383.846165
AE-QM7b-1705,Test,-1913.518188,-1913.277085
AE-QM7b-4598,Test,-1296.309082,-1296.190886
AE-QM7b-1353,Test,-1880.658081,-1880.824543
AE-QM7b-6414,Test,-1108.819214,-1109.076161
AE-QM7b-4024,Test,-1363.175293,-1361.777618
AE-QM7b-1221,Test,-2176.94873,-2176.648088
AE-QM7b-576,Test,-1486.768555,-1486.607757
AE-QM7b-2248,Test,-1589.747437,-1590.017063
AE-QM7b-98,Test,-1314.718262,-1313.782298
AE-QM7b-5218,Test,-1706.372314,-1705.990436
AE-QM7b-5769,Test,-1654.703735,-1654.508602
AE-QM7b-2110,Test,-1605.967285,-1605.679099
AE-QM7b-5576,Test,-1508.312988,-1508.374863
AE-QM7b-2734,Test,-1610.045288,-1609.384504
AE-QM7b-1688,Test,-1625.231934,-1625.260487
AE-QM7b-3685,Test,-1978.037354,-1977.861049
AE-QM7b-3465,Test,-1397.252319,-1397.336833
AE-QM7b-6127,Test,-1488.120728,-1488.530332
AE-QM7b-1130,Test,-1272.97876,-1273.115417
AE-QM7b-2785,Test,-1615.885986,-1615.890204
AE-QM7b-4320,Test,-1567.774292,-1567.148156
AE-QM7b-3406,Test,-1703.328613,-1703.278838
AE-QM7b-4216,Test,-1628.52002,-1628.477808
AE-QM7b-5690,Test,-1585.388428,-1583.745522
AE-QM7b-4969,Test,-1423.311768,-1423.184849
AE-QM7b-365,Test,-1605.251831,-1605.187231
AE-QM7b-5990,Test,-1473.862549,-1474.06677
AE-QM7b-6066,Test,-1417.707031,-1418.07693
AE-QM7b-3922,Test,-1644.950562,-1644.662942
AE-QM7b-6325,Test,-1425.12146,-1425.615557
AE-QM7b-1469,Test,-1727.543579,-1727.816509
AE-QM7b-578,Test,-1353.435547,-1353.616189
AE-QM7b-125,Test,-1309.250977,-1309.152744
AE-QM7b-570,Test,-1355.503784,-1355.918849
AE-QM7b-2335,Test,-1626.456665,-1626.705702
AE-QM7b-3323,Test,-1505.71936,-1505.486015
AE-QM7b-4423,Test,-1635.126709,-1634.732877
AE-QM7b-2744,Test,-1769.019653,-1768.972529
AE-QM7b-4144,Test,-1482.241821,-1482.219597
AE-QM7b-3009,Test,-1620.34314,-1620.21818
AE-QM7b-1964,Test,-1492.817261,-1493.436031
AE-QM7b-5346,Test,-1733.332764,-1733.39368
AE-QM7b-5332,Test,-1443.208374,-1443.636483
AE-QM7b-6135,Test,-1395.688232,-1396.015832
AE-QM7b-3722,Test,-1371.25647,-1370.918894
AE-QM7b-5456,Test,-1575.394653,-1576.057104
AE-QM7b-425,Test,-1186.21814,-1186.97055
AE-QM7b-1736,Test,-1507.485962,-1507.767239
AE-QM7b-2489,Test,-2037.199707,-2036.888819
AE-QM7b-170,Test,-1233.735107,-1234.03234
AE-QM7b-1789,Test,-1499.711182,-1500.746391
AE-QM7b-5512,Test,-1368.986206,-1369.714584
AE-QM7b-1490,Test,-1565.332642,-1565.948577
AE-QM7b-163,Test,-1388.180786,-1387.641202
AE-QM7b-3580,Test,-1828.944092,-1828.49223
AE-QM7b-4278,Test,-1360.111328,-1360.118168
AE-QM7b-2264,Test,-1902.238892,-1902.285397
AE-QM7b-1956,Test,-1897.604736,-1897.525875
AE-QM7b-6279,Test,-1619.749512,-1620.239308
AE-QM7b-3550,Test,-1527.923584,-1528.290415
AE-QM7b-2217,Test,-1773.845337,-1774.333149
AE-QM7b-70,Test,-1293.501587,-1292.879596
AE-QM7b-2862,Test,-1412.75415,-1414.470639
AE-QM7b-5466,Test,-1693.350464,-1693.138666
AE-QM7b-3682,Test,-1981.02478,-1980.435838
AE-QM7b-2828,Test,-1755.058228,-1755.034778
AE-QM7b-6609,Test,-1225.408203,-1225.010265
AE-QM7b-337,Test,-1459.414063,-1459.170502
AE-QM7b-4159,Test,-1527.310791,-1527.45391
AE-QM7b-5392,Test,-1742.44812,-1743.103881
AE-QM7b-6124,Test,-1578.481689,-1578.347038
AE-QM7b-1729,Test,-1644.074463,-1644.72787
AE-QM7b-5174,Test,-1571.630859,-1572.066135
AE-QM7b-2663,Test,-1758.295776,-1757.959186
AE-QM7b-7142,Test,-1021.097656,-1021.526792
AE-QM7b-1715,Test,-1774.804077,-1775.159106
AE-QM7b-5453,Test,-1420.048096,-1419.692424
AE-QM7b-4198,Test,-1512.575073,-1512.183656
AE-QM7b-342,Test,-1190.688477,-1191.13097
AE-QM7b-6107,Test,-1721.526978,-1721.685647
AE-QM7b-4532,Test,-1519.239136,-1519.452644
AE-QM7b-6011,Test,-1416.209595,-1416.277885
AE-QM7b-5402,Test,-1266.769287,-1267.718633
AE-QM7b-5158,Test,-1713.857422,-1713.919162
AE-QM7b-4920,Test,-1561.35791,-1561.456358
AE-QM7b-6355,Test,-1455.60437,-1455.611807
AE-QM7b-2529,Test,-1778.345581,-1777.895421
AE-QM7b-4326,Test,-1513.896362,-1514.114194
AE-QM7b-4263,Test,-1559.616455,-1559.86225
AE-QM7b-5906,Test,-1685.575684,-1685.420837
AE-QM7b-787,Test,-1247.71167,-1247.185763
AE-QM7b-6198,Test,-1575.992188,-1576.136408
AE-QM7b-424,Test,-883.9719849,-882.0096765
AE-QM7b-829,Test,-1540.038452,-1538.693016
AE-QM7b-7152,Test,-1025.272339,-1025.59625
AE-QM7b-5706,Test,-1720.923706,-1721.220178
AE-QM7b-6707,Test,-1309.016113,-1308.885623
AE-QM7b-831,Test,-1543.8302,-1542.551073
AE-QM7b-146,Test,-1093.948608,-1094.088723
AE-QM7b-6458,Test,-1152.644897,-1152.216848
AE-QM7b-5783,Test,-1470.680054,-1470.670147
AE-QM7b-1888,Test,-1901.98999,-1902.164603
AE-QM7b-5646,Test,-1710.544556,-1710.659441
AE-QM7b-5941,Test,-1271.980469,-1271.396667
AE-QM7b-6942,Test,-1422.251343,-1422.448511
AE-QM7b-6965,Test,-1225.666748,-1224.909463
AE-QM7b-2837,Test,-1757.413574,-1757.709961
AE-QM7b-4922,Test,-1313.639648,-1313.984643
AE-QM7b-5886,Test,-1386.987061,-1387.595112
AE-QM7b-2616,Test,-1785.565063,-1785.31331
AE-QM7b-7010,Test,-1294.98291,-1294.882008
AE-QM7b-4081,Test,-1639.01416,-1638.677191
AE-QM7b-6512,Test,-1334.924561,-1335.173323
AE-QM7b-1667,Test,-1620.463623,-1620.589675
AE-QM7b-6479,Test,-1445.048096,-1444.129462
AE-QM7b-1226,Test,-2177.140381,-2176.564254
AE-QM7b-1646,Test,-1510.052002,-1510.020364
AE-QM7b-2455,Test,-1902.813477,-1902.912888
AE-QM7b-4334,Test,-1569.516846,-1569.819298
AE-QM7b-1033,Test,-1566.1073,-1565.97576
AE-QM7b-933,Test,-1080.502808,-1079.329702
AE-QM7b-2336,Test,-1794.316406,-1794.703007
AE-QM7b-1342,Test,-1880.447388,-1880.448098
AE-QM7b-3288,Test,-1566.376343,-1566.235045
AE-QM7b-964,Test,-1277.208496,-1275.995266
AE-QM7b-7081,Test,-1411.611206,-1411.843115
AE-QM7b-4084,Test,-1673.119873,-1672.583695
AE-QM7b-840,Test,-1497.047241,-1495.730489
AE-QM7b-2021,Test,-1502.277222,-1501.475969
AE-QM7b-1872,Test,-1774.036865,-1773.874658
AE-QM7b-4249,Test,-1521.709473,-1522.003651
AE-QM7b-3608,Test,-1840.759521,-1840.288684
AE-QM7b-4346,Test,-1402.22168,-1403.032295
AE-QM7b-6109,Test,-1319.440796,-1319.467043
AE-QM7b-2211,Test,-1623.3927,-1623.58912
AE-QM7b-1328,Test,-1765.211182,-1764.17289
AE-QM7b-4409,Test,-1507.15564,-1507.142949
AE-QM7b-1519,Test,-1592.236938,-1591.544412
AE-QM7b-2987,Test,-1221.033569,-1221.842554
AE-QM7b-3726,Test,-1674.594482,-1674.459144
AE-QM7b-2228,Test,-1630.133423,-1629.291566
AE-QM7b-1934,Test,-1905.187988,-1905.029744
AE-QM7b-2772,Test,-1489.772461,-1490.3635
AE-QM7b-6777,Test,-1459.603027,-1459.302773
AE-QM7b-665,Test,-1269.312622,-1268.593115
AE-TAE140-112,Test,-144.7053223,-152.745
AE-QM7b-1725,Test,-1531.212524,-1531.13493
AE-QM7b-689,Test,-1236.968628,-1236.645469
AE-QM7b-4742,Test,-1190.417847,-1191.304324
AE-QM7b-2760,Test,-1648.095947,-1647.179474
AE-QM7b-4665,Test,-1304.237061,-1303.433569
AE-QM7b-4025,Test,-1357.947388,-1357.616081
AE-QM7b-494,Test,-1496.496704,-1496.515834
AE-QM7b-107,Test,-1316.556641,-1316.71275
AE-QM7b-1714,Test,-1777.006226,-1777.141275
AE-QM7b-2674,Test,-2036.395386,-2035.753045
AE-QM7b-5372,Test,-1729.954102,-1730.163953
AE-QM7b-5196,Test,-1559.106934,-1558.971446
AE-QM7b-5737,Test,-1722.294189,-1722.103458
AE-QM7b-4385,Test,-1505.355591,-1504.949958
AE-QM7b-4003,Test,-1685.423584,-1685.123187
AE-QM7b-3327,Test,-1556.07373,-1556.412728
AE-QM7b-4511,Test,-1637.099121,-1637.126688
AE-QM7b-6680,Test,-1262.520508,-1261.853118
AE-QM7b-6709,Test,-1456.749634,-1456.392207
AE-QM7b-5144,Test,-1850.848145,-1850.66417
AE-QM7b-2801,Test,-1233.496582,-1233.527005
AE-QM7b-4331,Test,-1728.95105,-1729.391052
AE-QM7b-1016,Test,-1013.762146,-1014.131801
AE-QM7b-7146,Test,-1021.174255,-1021.968015
AE-QM7b-2085,Test,-1325.7052,-1326.979935
AE-QM7b-7083,Test,-1412.530396,-1412.401536
AE-QM7b-4606,Test,-1563.579224,-1562.918145
AE-QM7b-3316,Test,-1683.834229,-1683.886956
AE-QM7b-5596,Test,-1455.062134,-1455.788122
AE-QM7b-3522,Test,-1635.85437,-1635.678423
AE-QM7b-7191,Test,-1258.818604,-1259.301302
AE-QM7b-910,Test,-1538.10437,-1537.317529
AE-QM7b-6883,Test,-1417.008057,-1416.710643
AE-QM7b-55,Test,-812.4216309,-812.820016
AE-QM7b-7111,Test,-1177.6427,-1177.026987
AE-QM7b-1371,Test,-1584.425049,-1584.646842
AE-QM7b-1536,Test,-1490.404419,-1490.915753
AE-QM7b-5073,Test,-1566.709351,-1566.707071
AE-QM7b-7172,Test,-1218.818237,-1219.165733
AE-QM7b-6,Test,-1003.430237,-1003.419973
AE-QM7b-900,Test,-1248.171265,-1247.697924
AE-QM7b-4118,Test,-1371.792725,-1370.792998
AE-QM7b-3576,Test,-1683.412842,-1683.337408
AE-QM7b-4985,Test,-1329.457397,-1330.160679
AE-QM7b-866,Test,-1375.567871,-1375.130035
AE-QM7b-1315,Test,-1613.877319,-1614.015821
AE-QM7b-700,Test,-1339.374878,-1338.628418
AE-QM7b-2141,Test,-2050.872559,-2050.111129
AE-QM7b-4294,Test,-1366.277588,-1365.951517
AE-QM7b-7078,Test,-1251.040283,-1249.001173
AE-QM7b-1521,Test,-1489.025635,-1489.890589
AE-QM7b-6413,Test,-1274.055786,-1274.599725
AE-QM7b-4566,Test,-1549.195435,-1549.403977
AE-QM7b-4238,Test,-1499.476563,-1499.833543
AE-QM7b-3664,Test,-1549.926636,-1550.224048
AE-QM7b-6775,Test,-1334.485352,-1334.354727
AE-QM7b-1595,Test,-1489.332031,-1489.753479
AE-QM7b-1905,Test,-1535.329712,-1536.446511
AE-QM7b-2884,Test,-1520.560425,-1520.572605
AE-QM7b-4580,Test,-1567.48584,-1567.332403
AE-QM7b-2947,Test,-1754.521973,-1754.615367
AE-QM7b-2496,Test,-1900.764404,-1900.621824
AE-QM7b-5420,Test,-1454.211304,-1454.881995
AE-QM7b-5611,Test,-1355.30957,-1356.414677
AE-QM7b-7115,Test,-1132.61792,-1133.072409
AE-QM7b-608,Test,-1208.626953,-1209.170884
AE-QM7b-3800,Test,-1509.645142,-1509.725149
AE-QM7b-1979,Test,-1520.526978,-1520.407666
AE-QM7b-1869,Test,-1752.858398,-1752.7794
AE-QM7b-3842,Test,-1560.995239,-1561.186105
AE-QM7b-4576,Test,-1425.907959,-1426.427238
AE-QM7b-637,Test,-1348.719971,-1349.027881
AE-QM7b-3227,Test,-1710.835327,-1711.031814
AE-QM7b-2015,Test,-1354.581909,-1354.639853
AE-QM7b-1409,Test,-1590.591187,-1589.820322
AE-QM7b-1942,Test,-1901.453735,-1901.487289
AE-QM7b-1042,Test,-1300.784302,-1300.270157
AE-QM7b-1891,Test,-1790.620605,-1790.478287
AE-QM7b-2251,Test,-1333.863037,-1334.541202
AE-QM7b-928,Test,-1397.743408,-1396.348811
AE-QM7b-5309,Test,-1593.748901,-1594.732798
AE-QM7b-4919,Test,-1356.538818,-1356.852103
AE-QM7b-2043,Test,-1893.391724,-1893.134991
AE-QM7b-3329,Test,-1845.853271,-1846.167082
AE-QM7b-167,Test,-1247.484619,-1247.484849
AE-QM7b-680,Test,-1412.967407,-1412.028981
AE-QM7b-406,Test,-1456.263916,-1456.60227
AE-QM7b-2160,Test,-1485.962646,-1486.75832
AE-QM7b-6791,Test,-1587.880371,-1586.968629
AE-QM7b-5524,Test,-1554.157593,-1554.00813
AE-QM7b-6496,Test,-1448.994019,-1447.983039
AE-QM7b-2112,Test,-1906.624268,-1906.484867
AE-QM7b-4624,Test,-1705.75708,-1705.557019
AE-QM7b-5566,Test,-1288.227905,-1288.077786
AE-QM7b-460,Test,-1333.615479,-1333.467369
AE-QM7b-1160,Test,-1241.797119,-1242.962542
AE-QM7b-4183,Test,-1824.137451,-1824.166727
AE-QM7b-4023,Test,-1779.470581,-1778.851127
AE-QM7b-5764,Test,-1385.356934,-1384.663776
AE-QM7b-6679,Test,-1342.814331,-1342.582822
AE-QM7b-7188,Test,-1107.18811,-1106.632614
AE-QM7b-3360,Test,-1500.376587,-1500.685297
AE-QM7b-870,Test,-1340.734497,-1339.323578
AE-QM7b-3501,Test,-1703.27124,-1703.071386
AE-QM7b-13,Test,-649.8865356,-649.8774791
AE-QM7b-4473,Test,-1529.608765,-1529.965547
AE-QM7b-2871,Test,-1791.879639,-1792.041158
AE-QM7b-3434,Test,-1515.887939,-1515.362881
AE-QM7b-2215,Test,-1771.489868,-1771.534768
AE-QM7b-1914,Test,-1542.261963,-1542.891506
AE-QM7b-5648,Test,-1576.0625,-1575.838376
AE-QM7b-1585,Test,-1621.976563,-1622.240528
AE-QM7b-4651,Test,-1471.760742,-1472.164225
AE-QM7b-2448,Test,-1768.7323,-1768.537418
AE-QM7b-1785,Test,-1502.181519,-1502.811227
AE-QM7b-4101,Test,-1823.218262,-1822.857944
AE-QM7b-155,Test,-1399.392944,-1398.882109
AE-QM7b-4463,Test,-1399.626953,-1399.543918
AE-QM7b-245,Test,-1431.782104,-1432.294178
AE-QM7b-3237,Test,-1586.138916,-1586.420737
AE-QM7b-6416,Test,-1242.305542,-1242.331349
AE-QM7b-5194,Test,-1591.029541,-1591.682306
AE-QM7b-1841,Test,-1543.966309,-1544.524219
AE-QM7b-5637,Test,-1569.704834,-1569.360374
AE-QM7b-5910,Test,-1691.435425,-1691.471253
AE-QM7b-4227,Test,-1626.088013,-1625.791994
AE-QM7b-2033,Test,-1752.111572,-1752.118401
AE-QM7b-5142,Test,-1601.359375,-1601.866347
AE-QM7b-7198,Test,-977.9329224,-977.6823606
AE-QM7b-5895,Test,-1257.043701,-1256.482521
AE-QM7b-2892,Test,-1655.620239,-1655.833977
AE-QM7b-6875,Test,-1404.790527,-1404.168797
AE-QM7b-2283,Test,-1901.798462,-1901.751681
AE-QM7b-2245,Test,-1891.400146,-1891.186224
AE-QM7b-4470,Test,-1686.821533,-1686.975783
AE-QM7b-1900,Test,-1774.535889,-1774.945454
AE-QM7b-4551,Test,-1401.100464,-1399.479053
AE-QM7b-5068,Test,-1432.840088,-1432.418041
AE-QM7b-5050,Test,-1597.491089,-1597.371963
AE-QM7b-777,Test,-1380.700073,-1379.584371
AE-QM7b-6983,Test,-1233.601929,-1233.491947
AE-QM7b-3587,Test,-1979.550171,-1979.182181
AE-QM7b-5777,Test,-1546.525513,-1546.486778
AE-QM7b-7002,Test,-1133.231812,-1130.702249
AE-QM7b-3333,Test,-1700.647705,-1700.603793
AE-QM7b-3321,Test,-1635.203369,-1635.065403
AE-QM7b-2725,Test,-1505.264648,-1505.525598
AE-QM7b-2762,Test,-1480.580566,-1480.877719
AE-QM7b-1538,Test,-1746.079346,-1746.202999
AE-QM7b-4072,Test,-1350.038574,-1350.276279
AE-QM7b-5602,Test,-1696.909912,-1696.633098
AE-QM7b-1428,Test,-1565.639038,-1566.235716
AE-QM7b-3956,Test,-1505.451294,-1505.818648
AE-QM7b-5036,Test,-1443.936035,-1443.796132
AE-QM7b-4879,Test,-1364.215576,-1364.359969
AE-QM7b-1797,Test,-1587.104736,-1587.336571
AE-QM7b-4371,Test,-1380.544189,-1381.290885
AE-QM7b-95,Test,-1305.574219,-1304.692146
AE-QM7b-2512,Test,-1786.541626,-1786.408804
AE-QM7b-3123,Test,-1509.79834,-1509.732133
AE-QM7b-5124,Test,-1598.919312,-1600.181332
AE-QM7b-7,Test,-856.7593994,-856.5514342
AE-QM7b-2499,Test,-1741.062134,-1740.850675
AE-QM7b-6813,Test,-1061.665283,-1060.875008
AE-QM7b-2057,Test,-1901.262329,-1900.990018
AE-QM7b-2717,Test,-1916.829834,-1916.688549
AE-QM7b-6644,Test,-1329.447754,-1328.339866
AE-QM7b-3139,Test,-1697.200684,-1697.264053
AE-QM7b-763,Test,-1686.125,-1685.03033
AE-QM7b-1618,Test,-1494.559814,-1495.027824
AE-QM7b-6795,Test,-1433.865723,-1433.318752
AE-QM7b-1358,Test,-1882.534668,-1882.512621
AE-QM7b-6767,Test,-1379.212158,-1378.052975
AE-QM7b-5097,Test,-1589.354858,-1589.520746
AE-QM7b-2053,Test,-1755.481934,-1755.389436
AE-QM7b-4034,Test,-1216.839722,-1216.205971
AE-QM7b-1537,Test,-1507.926392,-1508.289874
AE-QM7b-6106,Test,-1415.201782,-1415.441863
AE-QM7b-4191,Test,-1824.252319,-1823.935831
AE-QM7b-6628,Test,-1328.873291,-1329.736826
AE-QM7b-6307,Test,-1190.240723,-1189.368471
AE-TAE140-75,Test,-279.2218628,-279.422
AE-QM7b-2404,Test,-1651.121582,-1651.191986
AE-QM7b-5960,Test,-1542.801758,-1543.101337
AE-QM7b-6093,Test,-1341.593506,-1342.347641
AE-QM7b-4643,Test,-1573.285767,-1573.307995
AE-QM7b-3791,Test,-1370.950073,-1371.929299
AE-QM7b-305,Test,-1436.837646,-1436.671375
AE-QM7b-7067,Test,-1210.857788,-1211.597689
AE-QM7b-6481,Test,-1417.58728,-1416.701833
AE-QM7b-6379,Test,-1455.221436,-1456.101071
AE-QM7b-2242,Test,-1745.964478,-1746.111748
AE-QM7b-6576,Test,-1419.005493,-1418.596848
AE-QM7b-2621,Test,-1516.831055,-1516.802467
AE-QM7b-828,Test,-1384.319336,-1383.664277
AE-QM7b-6519,Test,-1199.56189,-1199.449903
AE-QM7b-4019,Test,-1829.384521,-1829.182145
AE-QM7b-1307,Test,-1577.741699,-1578.499911
AE-QM7b-319,Test,-1579.869995,-1579.908787
AE-QM7b-6487,Test,-1441.793701,-1441.032082
AE-QM7b-4685,Test,-1555.612915,-1555.980184
AE-QM7b-5725,Test,-1539.141724,-1539.488915
AE-QM7b-4901,Test,-1708.746826,-1708.808232
AE-QM7b-2243,Test,-1746.347412,-1746.488576
AE-QM7b-1608,Test,-1626.208618,-1626.718835
AE-QM7b-3825,Test,-1519.239136,-1519.415722
AE-QM7b-671,Test,-1539.195923,-1538.297645
AE-QM7b-4073,Test,-1507.021606,-1506.921466
AE-QM7b-104,Test,-887.9193726,-889.0375783
AE-QM7b-4797,Test,-1291.923828,-1292.276371
AE-QM7b-2292,Test,-1650.566284,-1649.85649
AE-QM7b-3427,Test,-1706.622437,-1706.566076
AE-QM7b-2132,Test,-1637.698486,-1638.320167
AE-QM7b-1962,Test,-1221.651123,-1223.877333
AE-QM7b-6172,Test,-1705.115601,-1704.53515
AE-QM7b-3182,Test,-1832.371826,-1832.177794
AE-QM7b-6075,Test,-1564.505615,-1563.831219
AE-QM7b-416,Test,-1302.029053,-1302.776868
AE-QM7b-7128,Test,-1221.594971,-1222.158772
AE-QM7b-3996,Test,-1835.244385,-1835.525648
AE-QM7b-1290,Test,-1767.221924,-1767.859803
AE-QM7b-3577,Test,-1680.463867,-1680.427589
AE-QM7b-6567,Test,-1209.826172,-1209.651451
AE-QM7b-636,Test,-1346.460205,-1346.766611
AE-QM7b-5293,Test,-1562.075073,-1561.377418
AE-QM7b-3293,Test,-1709.207642,-1709.260191
AE-QM7b-4239,Test,-1336.786865,-1336.563199
AE-QM7b-1804,Test,-1750.924194,-1750.920629
